time_s,agent_id,source,current_exit,current_fed,route_rank,exit_id,path,path_length_m,k_ave_route,travel_time_s,fed_max_route,composite_cost,rejected,rejection_reason,queue_time_s,exit_count,exit_capacity
26.0,12,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.0,8.461538461538462,0.0,11.0,False,,0.0,8,1.3
26.0,12,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
27.0,10,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.0,8.461538461538462,0.0,11.0,False,,0.0,8,1.3
27.0,10,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
27.0,13,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.0,8.461538461538462,0.0,11.0,False,,0.0,8,1.3
27.0,13,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
30.0,14,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.0,8.461538461538462,0.0,11.0,False,,0.0,9,1.3
30.0,14,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
36.0,17,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,5.4133980691108e-14,8.461538461538497,6.723157461992578e-06,11.000067231577598,False,,0.0,6,1.3
36.0,17,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
37.0,15,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.1285959278239943e-08,8.461538469248525,6.7231698796352035e-06,11.000067852426557,False,,0.0,6,1.3
37.0,15,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
37.0,16,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.1285959278239943e-08,8.461538469248525,6.7231698796352035e-06,11.000067852426557,False,,0.0,6,1.3
37.0,16,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
39.0,18,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.03192514460533857,8.483404656244671,3.614787463312576e-05,12.756244432039953,False,,0.0,6,1.3
39.0,18,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
40.0,19,jps-checkpoints_0,exit_B_right,0.0,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.038015130907297134,8.487588655942211,3.2216827349346996e-05,13.091154368174836,False,,0.0,7,1.3
40.0,19,jps-checkpoints_0,exit_B_right,0.0,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.0,13.846153846153845,0.0,18.0,False,,0.0,0,1.3
46.0,20,jps-checkpoints_0,exit_B_right,2.383664918338967e-06,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.007165170113887776,8.466436219298902,1.1347657915188856e-05,11.39419783284298,False,,0.0,7,1.3
46.0,20,jps-checkpoints_0,exit_B_right,2.383664918338967e-06,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,8.252653933003486e-28,13.846153846153845,2.383664918338967e-06,18.000023836649184,False,,0.0,0,1.3
48.0,21,jps-checkpoints_0,exit_B_right,2.383664918338967e-06,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.024342155233171073,8.47820068192735,1.1833444713463449e-05,12.338936872271544,False,,0.0,7,1.3
48.0,21,jps-checkpoints_0,exit_B_right,2.383664918338967e-06,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.477182296223172e-18,13.846153846153845,2.383664918338967e-06,18.000023836649184,False,,0.0,0,1.3
50.0,22,jps-checkpoints_0,exit_B_right,5.031079804301695e-06,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.08717079623740706,8.52151174331928,1.5390345335778077e-05,15.794547696510747,False,,0.0,7,1.3
50.0,22,jps-checkpoints_0,exit_B_right,5.031079804301695e-06,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.0063618972246855e-12,13.846153846154971,5.031079804301695e-06,18.000050310888614,False,,0.0,0,1.3
50.0,24,jps-checkpoints_0,exit_B_right,3.559885272772807e-06,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.08717079623740706,8.52151174331928,1.3919150804249188e-05,15.794532984565432,False,,0.0,7,1.3
50.0,24,jps-checkpoints_0,exit_B_right,3.559885272772807e-06,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.0063618972246855e-12,13.846153846154971,3.559885272772807e-06,18.0000355989433,False,,0.0,0,1.3
51.0,23,jps-checkpoints_0,exit_B_right,4.5014860461055475e-06,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.1062005374382302,8.534717384581207,1.7378358782163296e-05,16.841203342690484,False,,0.0,7,1.3
51.0,23,jps-checkpoints_0,exit_B_right,4.5014860461055475e-06,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.9443014117974423e-11,13.84615384617558,4.5014860461055475e-06,18.000045016610333,False,,0.0,0,1.3
53.0,26,jps-checkpoints_0,exit_B_right,2.732551845558168e-06,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.00102296615527445,13.847297504866736,2.732551845558168e-06,18.092094279493157,False,,0.0,0,1.3
53.0,26,jps-checkpoints_0,exit_B_right,2.732551845558168e-06,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.14578065241221339,8.562315424625401,2.8058992939274478e-05,19.01821647260113,True,next_node_not_visible,0.0,8,1.3
56.0,20,jps-checkpoints_0,exit_B_right,3.178219891118623e-06,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.023072277106941576,13.8719942629423,3.178219891118623e-06,20.07653672182365,False,,0.0,1,1.3
56.0,20,jps-checkpoints_0,exit_B_right,3.178219891118623e-06,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.3232613764703274,8.688294309596348,5.775265193103367e-05,28.779953232387317,True,next_node_not_visible,0.0,9,1.3
56.0,25,jps-checkpoints_0,exit_B_right,1.3646600326084356e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.023072277106941576,13.8719942629423,1.3646600326084356e-05,20.076641405628003,False,,0.0,2,1.3
56.0,25,jps-checkpoints_0,exit_B_right,1.3646600326084356e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.3232613764703274,8.688294309596348,6.82210323659994e-05,28.780057916191666,True,next_node_not_visible,0.0,8,1.3
59.0,27,jps-checkpoints_0,exit_B_right,2.2621845563424257e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.062270222739755084,13.916116881250833,2.2621845563424257e-05,23.60454626503359,False,,0.0,3,1.3
59.0,27,jps-checkpoints_0,exit_B_right,2.2621845563424257e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.5084963422268629,8.82379253377001,8.591373299241618e-05,38.968157959807385,True,next_node_not_visible,0.0,5,1.3
60.0,28,jps-checkpoints_0,exit_B_right,1.3248616117746978e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.08740515139057393,13.944557659009137,1.3248616117746978e-05,25.866596111312834,False,,0.0,4,1.3
60.0,28,jps-checkpoints_0,exit_B_right,1.3248616117746978e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.5418048985302448,8.84860710821676,8.24664749287049e-05,40.800094083912754,True,next_node_not_visible,0.0,4,1.3
62.0,30,jps-checkpoints_0,exit_B_right,4.296367850941965e-06,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.09903930709697306,13.957761381427161,4.296367850941965e-06,26.913580602406086,False,,0.0,4,1.3
62.0,30,jps-checkpoints_0,exit_B_right,4.296367850941965e-06,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.5614217631518841,8.863286908150066,9.274644977978576e-05,41.879124437851424,True,next_node_not_visible,0.0,4,1.3
63.0,26,jps-checkpoints_0,exit_A_left,8.333748427520289e-06,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.09168931435454976,13.949416892641562,8.333748427520289e-06,26.252121629393752,False,,0.0,5,1.3
63.0,26,jps-checkpoints_0,exit_A_left,8.333748427520289e-06,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.5404633730649948,8.84760498671702,0.0001017459553733964,40.72650297812845,True,next_node_not_visible,0.0,3,1.3
64.0,29,jps-checkpoints_0,exit_B_right,2.0857519766359558e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.09552685645493594,13.953772431016858,3.194455904045967e-05,26.59773652653464,False,,0.0,5,1.3
64.0,29,jps-checkpoints_0,exit_B_right,2.0857519766359558e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.49701591953635216,8.815271943086772,0.00011909880174028433,38.337066562516775,True,next_node_not_visible,0.0,4,1.3
66.0,25,jps-checkpoints_0,exit_A_left,2.9596956722128467e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.1362390253026123,14.000148027051829,4.072084395667378e-05,30.261919485674674,False,,0.0,6,1.3
66.0,25,jps-checkpoints_0,exit_A_left,2.9596956722128467e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.3857680484652519,8.733549930713936,0.00013601506451158766,32.21860281623397,True,next_node_not_visible,0.0,4,1.3
68.0,31,jps-checkpoints_0,exit_B_right,1.8816185149202214e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.12799346887252552,13.990730562578237,2.9932589690519062e-05,29.519711524424203,False,fallback: next_node_not_visible,0.0,6,1.3
68.0,31,jps-checkpoints_0,exit_B_right,1.8816185149202214e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.3550970801152289,8.711285000432504,0.00014718664023311405,30.53181127273992,True,next_node_not_visible,0.0,5,1.3
68.0,32,jps-checkpoints_0,exit_B_right,1.171606698761363e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.12799346887252552,13.990730562578237,2.283247152893048e-05,29.51964052324259,False,fallback: next_node_not_visible,0.0,7,1.3
68.0,32,jps-checkpoints_0,exit_B_right,1.171606698761363e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.3550970801152289,8.711285000432504,0.00014008652207152548,30.531740271558306,True,next_node_not_visible,0.0,4,1.3
69.0,27,jps-checkpoints_0,exit_A_left,9.886559954137828e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.12595510590996775,13.98840444804421,0.00010998015585682486,29.337059333455663,False,,0.0,7,1.3
69.0,27,jps-checkpoints_0,exit_A_left,9.886559954137828e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.32425318099558353,8.689008726405916,0.00021598733343915024,28.836084828091487,True,next_node_not_visible,0.0,3,1.3
69.0,33,jps-checkpoints_0,exit_B_right,1.3577024629739938e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.32425318099558353,8.689008726405916,0.0001306987585275119,28.835231942342368,False,fallback: next_node_not_visible,0.0,3,1.3
69.0,33,jps-checkpoints_0,exit_B_right,1.3577024629739938e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.12595510590996775,13.98840444804421,2.469158094518652e-05,29.336206447706548,True,next_node_not_visible,0.0,7,1.3
70.0,28,jps-checkpoints_0,exit_A_left,7.877352469089266e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.14281011995097453,14.007662127733989,8.99033822915013e-05,30.853809829410626,False,,0.0,7,1.3
70.0,28,jps-checkpoints_0,exit_A_left,7.877352469089266e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.307621993124485,8.677044458003396,0.00015615786751744663,27.920771200521852,True,next_node_not_visible,0.0,4,1.3
72.0,30,jps-checkpoints_0,exit_A_left,8.953494098159867e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.19807409833778042,14.0711775586559,0.00010086130525385366,35.82767746345278,False,,0.0,6,1.3
72.0,30,jps-checkpoints_0,exit_A_left,8.953494098159867e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.43246266059577465,8.767666269001298,0.0001628225188955956,34.787074557956565,True,next_node_not_visible,0.0,5,1.3
73.0,34,jps-checkpoints_0,exit_B_right,1.6888976040321216e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.4464301448315382,8.777923137696936,8.989468620304223e-05,35.55455691259663,False,fallback: next_node_not_visible,0.0,5,1.3
73.0,34,jps-checkpoints_0,exit_B_right,1.6888976040321216e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.2284959109147399,14.106388072158211,6.14657178964887e-05,38.56524663950556,True,next_node_not_visible,0.0,6,1.3
74.0,29,jps-checkpoints_0,exit_A_left,0.00011660225734843962,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.2526799270285251,14.134504869617354,0.00025649230459946456,40.74375835561325,False,,0.0,6,1.3
74.0,29,jps-checkpoints_0,exit_A_left,0.00011660225734843962,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.47531980834901333,8.799214280503852,0.00021425715086212217,37.144732030704354,True,next_node_not_visible,0.0,6,1.3
75.0,36,jps-checkpoints_0,exit_B_right,4.262129363502379e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.26601497253233736,14.150056440914861,0.000258473230119816,41.94393226021156,False,fallback: next_node_not_visible,0.0,6,1.3
75.0,36,jps-checkpoints_0,exit_B_right,4.262129363502379e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.5824877768754959,8.879105477670004,0.00018610532181838433,43.03868878137046,True,next_node_not_visible,0.0,6,1.3
76.0,35,jps-checkpoints_0,exit_B_right,3.934653255606818e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.2994646470655136,14.189217055831396,0.00028416719875331875,44.95465990788375,False,fallback: next_node_not_visible,0.0,6,1.3
76.0,35,jps-checkpoints_0,exit_B_right,3.934653255606818e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.7052757181227207,8.972443042226155,0.00018260898660829063,49.791990586615725,True,next_node_not_visible,0.0,6,1.3
77.0,37,jps-checkpoints_0,exit_B_right,1.990956426265369e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.35016531589537886,14.248988971202836,0.00028329922521290446,49.51771142283622,False,fallback: next_node_not_visible,0.0,6,1.3
77.0,37,jps-checkpoints_0,exit_B_right,1.990956426265369e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.7565361279994249,9.011991941529065,0.00019835781026107405,52.61147061807098,True,next_node_not_visible,0.0,5,1.3
78.0,31,jps-checkpoints_0,exit_A_left,0.00019223393008348502,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.34728298093911936,14.245577438342572,0.0004942269617435775,49.260410554138176,False,,0.0,7,1.3
78.0,31,jps-checkpoints_0,exit_A_left,0.00019223393008348502,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.7390514723956585,8.998462900018207,0.00029416720054372845,51.65077265376665,True,next_node_not_visible,0.0,5,1.3
78.0,32,jps-checkpoints_0,exit_A_left,0.00015038715274028974,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.34728298093911936,14.245577438342572,0.0004523801844003823,49.25999208636474,False,,0.0,7,1.3
78.0,32,jps-checkpoints_0,exit_A_left,0.00015038715274028974,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.7390514723956585,8.998462900018207,0.0002523204232005332,51.65035418599322,True,next_node_not_visible,0.0,5,1.3
82.0,38,jps-checkpoints_0,exit_B_right,4.513371029626792e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.8725164346396923,9.10277391626478,0.0002687072381644907,58.991090977564724,False,fallback: next_node_not_visible,0.0,5,1.3
82.0,38,jps-checkpoints_0,exit_B_right,4.513371029626792e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.5056358870245855,14.43545674062717,0.000369468928662782,63.51092452149933,True,next_node_not_visible,0.0,5,1.3
83.0,40,jps-checkpoints_0,exit_B_right,5.834413244047667e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,0.8728450834751129,9.103033760346241,0.00020687867543231882,59.00854837788553,False,fallback: next_node_not_visible,0.0,5,1.3
83.0,40,jps-checkpoints_0,exit_B_right,5.834413244047667e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.5323849957100654,14.468032182307853,0.00042816814149864384,65.91893129532086,True,next_node_not_visible,0.0,4,1.3
84.0,39,jps-checkpoints_0,exit_B_right,6.013076832444316e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.5683708395665819,14.512088895021124,0.0005779277497231216,69.1591548384896,False,fallback: next_node_not_visible,0.0,4,1.3
84.0,39,jps-checkpoints_0,exit_B_right,6.013076832444316e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.113606944680214,9.297461878851102,0.0002418039668828396,72.25079999708059,True,next_node_not_visible,0.0,6,1.3
85.0,36,jps-checkpoints_0,exit_A_left,0.00042247261251064715,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.591220388513069,14.540202660847452,0.0010533177033369063,71.22036814320958,False,,0.0,4,1.3
85.0,36,jps-checkpoints_0,exit_A_left,0.00042247261251064715,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.3827158734202385,9.524851988570726,0.0010468223510825235,87.05984126162394,True,next_node_not_visible,0.0,5,1.3
85.0,41,jps-checkpoints_0,exit_B_right,6.300309899993686e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.591220388513069,14.540202660847452,0.0006938481898261962,71.21677344807448,False,fallback: next_node_not_visible,0.0,4,1.3
85.0,41,jps-checkpoints_0,exit_B_right,6.300309899993686e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.3827158734202385,9.524851988570726,0.0006873528375718132,87.05624656648884,True,next_node_not_visible,0.0,5,1.3
86.0,35,jps-checkpoints_0,exit_A_left,0.00039670741044076535,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.6382497482382777,14.598411121970805,0.000980150037571143,75.45227884182071,False,fallback: next_node_not_visible,0.0,5,1.3
86.0,35,jps-checkpoints_0,exit_A_left,0.00039670741044076535,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.394461415708065,9.535030264168046,0.0009470981812320556,87.70484884575589,True,next_node_not_visible,0.0,5,1.3
87.0,37,jps-checkpoints_0,exit_A_left,0.00025089093194166363,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.6865056333252387,14.658624097011558,0.0007210307485478011,79.79271730675696,False,fallback: next_node_not_visible,0.0,5,1.3
87.0,37,jps-checkpoints_0,exit_A_left,0.00025089093194166363,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.2953037843108177,9.449780971507616,0.0004932859971851989,82.24664099706682,True,next_node_not_visible,0.0,5,1.3
89.0,43,jps-checkpoints_0,exit_B_right,8.646234608100962e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.280195489525795,9.436925484315626,0.0003254597646470559,81.4140065215652,False,fallback: next_node_not_visible,0.0,6,1.3
89.0,43,jps-checkpoints_0,exit_B_right,8.646234608100962e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.7580891856817867,14.748865548691597,0.0004956434808077193,86.23298314616889,True,next_node_not_visible,0.0,5,1.3
89.0,44,jps-checkpoints_0,exit_B_right,4.669725648124819e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.280195489525795,9.436925484315626,0.0002856946750472945,81.4136088706692,False,fallback: next_node_not_visible,0.0,6,1.3
89.0,44,jps-checkpoints_0,exit_B_right,4.669725648124819e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.7580891856817867,14.748865548691597,0.00045587839120795785,86.23258549527289,True,next_node_not_visible,0.0,5,1.3
91.0,42,jps-checkpoints_0,exit_B_right,8.854034367099198e-05,1,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.8073897090825167,14.8116648809373,0.00042992459891618307,90.66937306341566,False,fallback: next_node_not_visible,0.0,4,1.3
91.0,42,jps-checkpoints_0,exit_B_right,8.854034367099198e-05,2,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.5280220285058022,9.652318087355097,0.0010254471858929057,95.05146603967805,True,next_node_not_visible,0.0,7,1.3
92.0,45,jps-checkpoints_0,exit_B_right,0.00010810166720010941,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.4626328125596046,9.5945374114557,0.0006750866947383549,91.45155555772564,False,fallback: next_node_not_visible,0.0,6,1.3
92.0,45,jps-checkpoints_0,exit_B_right,0.00010810166720010941,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,0.8913823853839529,14.919895986409715,0.00046828067607617904,98.22909749131651,True,next_node_not_visible,0.0,4,1.3
94.0,39,jps-checkpoints_0,exit_A_left,0.00031658826924372305,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.4887718558311462,9.61755178105247,0.0009745672739072557,92.89219774345212,False,fallback: next_node_not_visible,0.0,6,1.3
94.0,39,jps-checkpoints_0,exit_A_left,0.00031658826924372305,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.0259914723309604,15.096688087790174,0.0006977599830889684,110.34621010961733,True,next_node_not_visible,0.0,4,1.3
95.0,41,jps-checkpoints_0,exit_A_left,0.0003160735876350976,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.733675830066204,9.838666382375468,0.0017587836212972024,106.36975848985419,False,fallback: next_node_not_visible,0.0,7,1.3
95.0,41,jps-checkpoints_0,exit_A_left,0.0003160735876350976,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.06600299206647,15.150048817943054,0.0007173473976247487,113.94744275995855,True,next_node_not_visible,0.0,2,1.3
98.0,46,jps-checkpoints_0,exit_B_right,7.024275840685974e-05,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.3586172237992287,9.504036822744014,0.0003082634335055327,85.72702994329264,False,fallback: next_node_not_visible,0.0,10,1.3
98.0,46,jps-checkpoints_0,exit_B_right,7.024275840685974e-05,2,exit_A_left,jps-checkpoints_0 > exit_A_left,18.0,1.125532697547566,15.230141475752083,0.0005350835285587854,119.30329361456651,True,next_node_not_visible,0.0,1,1.3
99.0,43,jps-checkpoints_0,exit_B_right,0.0020649083170710546,1,exit_B_right,jps-checkpoints_0 > exit_B_right,11.0,1.359980784356594,9.505212167239064,0.0023320535554032748,85.82226367516671,False,fallback: next_node_not_visible,0.0,9,1.3
